user_id,loan_id,loan_amount,loan_start_date,loan_due_date,interest_rate,repayment_type,amount_repaid,outstanding_amount,missed_payments,days_past_due,default_flag,label_user_type
U00133,U00133_L01,97413,2023-05-04,2023-08-26,14.09,bullet,100645.24,1054.63,0,127,0,stable
U00133,U00133_L02,79796,2023-04-20,2023-07-24,11.2,bullet,82122.11,0,0,0,0,stable
U00134,U00134_L01,79416,2023-06-17,2024-01-24,11.05,seasonal,62745.91,21983.46,0,0,0,stable
U00134,U00134_L02,27035,2023-04-27,2023-11-01,8.26,EMI,28185.19,0,0,0,1,stable
U00135,U00135_L01,27493,2023-09-05,2024-04-14,13.24,bullet,0.0,29706.96,2,10,0,unstable
U00135,U00135_L02,57828,2023-07-04,2023-12-15,17.91,seasonal,29105.27,33376.29,1,16,1,unstable
U00135,U00135_L03,103117,2023-08-04,2024-06-07,9.65,bullet,0.0,111513.83,0,0,1,unstable
U00136,U00136_L01,37536,2023-09-29,2024-07-25,16.82,seasonal,18338.59,24386.63,1,12,1,unstable
U00136,U00136_L02,133619,2023-06-12,2024-02-24,9.07,bullet,0.0,142152.28,2,30,0,unstable
U00137,U00137_L01,70860,2023-07-21,2023-12-31,11.37,EMI,74457.96,0,0,0,0,stable
U00137,U00137_L02,80994,2023-06-09,2023-10-29,8.41,bullet,83643.99,0,0,0,0,stable
U00138,U00138_L01,143364,2023-05-05,2023-08-03,8.41,EMI,54750.64,91586.3,1,150,1,debt_trapped
U00138,U00138_L02,90050,2023-04-28,2023-12-24,13.46,seasonal,4873.67,93146.12,3,7,1,debt_trapped
U00139,U00139_L01,57197,2023-02-04,2023-05-23,17.56,bullet,58003.81,2165.05,0,222,0,unstable
U00139,U00139_L02,31941,2023-06-24,2024-05-15,8.01,bullet,0.0,34226.1,4,36,0,unstable
U00140,U00140_L01,86915,2023-09-24,2023-12-27,17.11,bullet,28373.61,62371.22,2,4,1,debt_trapped
U00141,U00141_L01,23831,2023-08-06,2024-05-13,9.43,EMI,12234.12,13326.97,0,0,0,stable
U00141,U00141_L02,92510,2023-06-01,2024-01-12,13.79,EMI,100373.98,0,0,0,0,stable
U00142,U00142_L01,117677,2023-07-20,2023-12-29,14.55,EMI,59431.5,65844.86,3,2,1,unstable
U00142,U00142_L02,32026,2023-02-13,2024-01-30,12.11,bullet,22052.97,13702.62,3,27,0,unstable
U00142,U00142_L03,61589,2023-09-02,2024-06-07,11.05,EMI,14403.81,52387.27,2,24,1,unstable
U00143,U00143_L01,22002,2023-09-02,2024-08-10,13.29,EMI,10807.18,13942.64,0,0,0,stable
U00143,U00143_L02,21176,2023-08-10,2024-01-23,8.15,bullet,21241.63,719.28,0,0,0,stable
U00144,U00144_L01,10743,2023-08-15,2024-07-10,15.56,seasonal,5682.41,6571.91,0,0,1,unstable
U00144,U00144_L02,111932,2023-06-28,2024-02-20,13.34,bullet,108501.5,13125.9,3,30,0,unstable
U00144,U00144_L03,43141,2023-08-12,2024-01-18,15.41,EMI,36794.55,9242.44,0,0,0,unstable
U00145,U00145_L01,133811,2023-09-27,2024-01-05,8.91,seasonal,32769.41,104308.05,3,24,1,unstable
U00145,U00145_L02,42353,2023-09-10,2024-06-24,17.51,bullet,0.0,48204.54,2,16,0,unstable
U00145,U00145_L03,139133,2023-06-16,2024-04-30,17.78,bullet,0.0,160753.2,2,18,0,unstable
U00146,U00146_L01,62243,2023-09-15,2024-02-17,8.13,EMI,33402.33,30989.59,1,8,0,unstable
U00147,U00147_L01,65673,2023-08-21,2024-06-03,11.23,seasonal,10931.25,60540.79,3,33,0,unstable
U00147,U00147_L02,126877,2023-07-16,2023-12-06,16.38,seasonal,51695.96,83323.21,0,25,0,unstable
U00148,U00148_L01,98268,2023-09-15,2024-06-16,11.39,seasonal,74828.1,31872.77,0,0,0,stable
U00148,U00148_L02,53057,2023-05-05,2024-04-01,12.71,seasonal,54461.4,4729.46,0,0,0,stable
U00149,U00149_L01,84867,2023-08-06,2024-01-30,15.93,bullet,41118.21,50304.74,2,30,0,stable
U00149,U00149_L02,98573,2023-09-29,2024-03-21,12.41,EMI,79796.57,24608.01,0,0,0,stable
U00150,U00150_L01,57332,2023-09-02,2024-08-17,8.65,seasonal,54931.19,7156.22,0,0,0,stable
U00151,U00151_L01,14662,2023-09-29,2024-08-06,11.61,EMI,1821.33,14295.75,2,20,0,unstable
U00152,U00152_L01,154070,2023-08-15,2024-06-28,9.37,seasonal,47282.43,119365.0,2,12,1,debt_trapped
U00152,U00152_L02,87362,2023-07-06,2023-10-11,11.86,EMI,12946.44,77169.07,1,81,0,debt_trapped
U00153,U00153_L01,94743,2023-08-05,2024-02-01,13.94,seasonal,73239.92,28016.21,0,0,0,stable
U00153,U00153_L02,98100,2023-07-26,2023-12-06,8.1,EMI,100995.43,0,0,0,0,stable
U00154,U00154_L01,74783,2023-05-15,2023-12-04,15.11,bullet,17242.94,63824.56,5,27,1,debt_trapped
U00155,U00155_L01,39103,2023-09-18,2024-01-02,16.59,bullet,40601.07,385.88,0,0,0,stable
U00156,U00156_L01,62544,2023-06-24,2024-06-19,16.77,EMI,32998.77,39918.92,1,9,0,stable
U00157,U00157_L01,119157,2023-06-23,2024-01-25,11.9,seasonal,6927.82,120620.45,4,52,0,debt_trapped
U00157,U00157_L02,129520,2023-08-20,2024-05-02,8.31,seasonal,13740.6,123328.32,2,30,1,debt_trapped
U00157,U00157_L03,81478,2023-08-10,2023-12-07,8.67,EMI,3680.3,80100.8,3,24,1,debt_trapped
U00158,U00158_L01,176076,2023-07-19,2024-06-19,8.91,bullet,0.0,190517.9,3,42,1,debt_trapped
U00158,U00158_L02,197947,2023-07-01,2024-05-03,12.79,bullet,0.0,219241.38,4,44,1,debt_trapped
U00158,U00158_L03,190679,2023-07-16,2024-02-10,16.84,seasonal,22114.94,186950.53,3,27,1,debt_trapped
U00159,U00159_L01,199529,2023-09-13,2024-02-05,11.75,seasonal,0.0,208842.63,4,44,1,debt_trapped
U00160,U00160_L01,31909,2023-09-01,2024-01-22,13.83,seasonal,1976.41,31661.52,3,33,1,debt_trapped
U00160,U00160_L02,74553,2023-09-26,2024-07-05,10.9,EMI,7419.65,73433.99,1,15,1,debt_trapped
U00160,U00160_L03,75248,2023-08-30,2024-06-05,8.17,bullet,0.0,79964.09,3,21,1,debt_trapped
U00161,U00161_L01,114814,2023-07-18,2024-04-10,13.22,seasonal,74797.39,51119.72,0,0,0,unstable
U00161,U00161_L02,107316,2023-07-06,2023-10-12,10.66,bullet,107168.11,3219.42,0,80,0,unstable
U00162,U00162_L01,51017,2023-03-25,2023-10-07,9.54,bullet,17336.54,36293.98,3,85,0,debt_trapped
U00162,U00162_L02,147305,2023-08-24,2024-05-25,10.74,seasonal,3131.49,156093.11,3,27,1,debt_trapped
U00162,U00162_L03,71116,2023-09-01,2024-05-10,16.38,EMI,3672.02,75486.44,2,24,1,debt_trapped
U00163,U00163_L01,25120,2023-05-19,2023-11-11,16.24,EMI,27087.1,0,0,0,0,stable
U00163,U00163_L02,64453,2023-04-09,2023-12-11,17.58,seasonal,68448.63,3641.04,0,20,0,stable
U00164,U00164_L01,77917,2023-03-19,2023-08-09,13.17,bullet,81263.03,674.3,0,144,0,stable
U00165,U00165_L01,171895,2023-09-17,2024-04-21,9.95,EMI,6682.74,175380.67,3,36,0,debt_trapped
U00166,U00166_L01,85290,2023-08-25,2024-07-29,8.03,bullet,0.0,91650.93,0,0,0,stable
U00166,U00166_L02,41795,2023-08-26,2024-01-21,8.48,seasonal,31000.35,12231.76,0,0,0,stable
U00167,U00167_L01,20523,2023-05-21,2023-11-24,11.78,bullet,21761.61,0,0,0,0,stable
U00167,U00167_L02,84314,2023-04-27,2024-02-08,11.77,EMI,89821.01,2296.06,0,0,0,stable
U00168,U00168_L01,116986,2023-05-06,2024-03-17,12.53,bullet,0.0,129676.51,4,20,1,debt_trapped
U00168,U00168_L02,30043,2023-06-12,2024-05-31,9.33,seasonal,1834.74,30926.79,4,24,0,debt_trapped
U00169,U00169_L01,135729,2023-03-24,2023-08-11,15.23,seasonal,33562.28,110095.52,2,142,0,unstable
U00169,U00169_L02,51947,2023-03-29,2024-02-05,14.09,seasonal,25983.23,32240.35,4,24,1,unstable
U00169,U00169_L03,98581,2023-06-28,2024-02-20,14.24,bullet,90122.48,17573.56,0,0,0,unstable
U00170,U00170_L01,49115,2023-07-05,2023-11-02,16.11,bullet,41763.61,9952.74,3,59,0,unstable
U00170,U00170_L02,67298,2023-04-14,2024-01-24,8.73,bullet,62136.5,9748.92,4,44,1,unstable
U00170,U00170_L03,82404,2023-08-14,2024-06-17,10.65,bullet,0.0,89809.52,2,14,0,unstable
U00171,U00171_L01,77629,2023-03-12,2023-08-12,16.88,seasonal,20118.71,63003.1,2,141,1,unstable
U00171,U00171_L02,118649,2023-03-02,2023-09-09,14.72,EMI,70510.83,57277.46,3,113,1,unstable
U00172,U00172_L01,91524,2023-08-10,2024-06-17,8.53,bullet,0.0,98197.38,0,0,0,stable
U00172,U00172_L02,30684,2023-04-11,2023-10-04,17.78,bullet,32717.55,597.11,1,88,0,stable
U00173,U00173_L01,41414,2023-09-10,2024-05-06,16.63,seasonal,33994.29,11929.38,0,0,0,stable
U00173,U00173_L02,25790,2023-08-05,2024-01-09,11.08,seasonal,19182.57,7836.56,0,0,0,stable
U00174,U00174_L01,95186,2023-05-23,2023-12-22,10.64,bullet,98430.72,2665.47,4,9,1,unstable
U00175,U00175_L01,68007,2023-08-13,2024-06-03,13.26,EMI,17685.52,57609.78,2,14,0,unstable
U00175,U00175_L02,101846,2023-06-03,2024-02-20,17.74,bullet,71458.35,43356.64,2,26,1,unstable
U00176,U00176_L01,59135,2023-09-10,2024-06-27,8.8,EMI,26591.42,36692.42,0,0,0,stable
U00176,U00176_L02,87822,2023-09-13,2024-06-28,14.14,bullet,0.0,97654.36,0,0,0,stable
U00177,U00177_L01,82394,2023-09-02,2024-07-18,8.98,seasonal,25456.99,63423.79,3,15,1,unstable
U00178,U00178_L01,38194,2023-08-07,2024-06-08,11.93,EMI,8064.68,33949.33,3,15,0,unstable
U00178,U00178_L02,40836,2023-08-10,2024-01-25,9.91,seasonal,16622.01,26076.65,1,8,0,unstable
U00179,U00179_L01,73846,2023-02-28,2023-10-19,16.62,EMI,81680.68,0,0,0,0,stable
U00179,U00179_L02,48481,2023-08-23,2023-12-21,17.54,EMI,47556.65,3720.05,0,10,0,stable
U00180,U00180_L01,20343,2023-07-26,2024-03-25,15.89,seasonal,17047.53,5447.52,0,0,0,stable
U00180,U00180_L02,79008,2023-08-21,2024-06-23,10.18,seasonal,60525.19,25247.76,0,0,0,stable
U00181,U00181_L01,103291,2023-08-12,2024-04-24,14.91,bullet,0.0,114092.58,2,14,1,unstable
U00181,U00181_L02,98886,2023-07-14,2023-12-29,9.53,seasonal,43977.06,59246.49,2,2,1,unstable
U00181,U00181_L03,126598,2023-09-24,2024-03-08,14.18,seasonal,78456.51,56305.78,0,0,0,unstable
U00182,U00182_L01,83008,2023-08-05,2024-05-07,15.15,EMI,47831.84,44685.46,0,0,0,stable
U00182,U00182_L02,37899,2023-07-17,2024-01-20,12.26,seasonal,28348.29,11931.2,0,0,0,stable
U00183,U00183_L01,196115,2023-05-15,2024-01-06,14.14,EMI,22761.97,191282.99,6,30,0,debt_trapped
U00183,U00183_L02,195618,2023-08-10,2024-01-02,17.74,seasonal,20837.61,188566.37,3,21,1,debt_trapped
U00184,U00184_L01,52221,2023-07-20,2024-05-29,10.61,EMI,33675.62,23311.85,0,0,0,stable
U00184,U00184_L02,49758,2023-07-15,2024-03-10,8.68,EMI,43721.03,8865.02,0,0,1,stable
U00185,U00185_L01,76842,2023-08-11,2024-06-12,10.56,seasonal,38812.86,44831.99,1,14,1,unstable
U00186,U00186_L01,13927,2023-08-14,2024-03-20,11.26,EMI,38.16,14829.75,5,55,1,unstable
U00186,U00186_L02,119313,2023-09-11,2024-07-16,14.45,EMI,21401.07,112507.51,2,20,1,unstable
U00187,U00187_L01,89667,2023-05-12,2023-08-23,12.45,seasonal,0.0,92817.26,0,130,0,stable
U00188,U00188_L01,22736,2023-08-21,2024-02-09,8.22,EMI,16563.38,7053.31,0,0,0,unstable
U00189,U00189_L01,117149,2023-08-31,2024-06-12,14.23,EMI,55868.16,74343.05,0,0,0,unstable
U00189,U00189_L02,61429,2023-09-23,2024-03-23,11.04,seasonal,13166.67,51643.92,2,24,1,unstable
U00190,U00190_L01,89333,2023-07-25,2024-04-21,14.7,EMI,0.0,99083.02,6,36,1,debt_trapped
U00191,U00191_L01,41034,2023-01-16,2023-06-27,10.72,bullet,39934.29,3052.07,2,187,0,unstable
U00191,U00191_L02,64689,2023-02-06,2023-05-22,10.83,EMI,51711.98,14992.39,1,223,0,unstable
U00191,U00191_L03,15956,2023-05-14,2023-10-02,17.54,bullet,16531.71,505.42,2,90,0,unstable
U00192,U00192_L01,81218,2023-07-21,2023-10-27,17.04,bullet,70688.66,14245.16,1,65,0,unstable
U00192,U00192_L02,81695,2023-07-04,2024-06-18,13.46,EMI,36694.41,55544.84,1,15,0,unstable
U00192,U00192_L03,114762,2023-10-02,2024-04-11,11.79,seasonal,108331.46,13547.92,0,0,0,unstable
U00193,U00193_L01,53657,2023-04-18,2024-01-06,12.63,seasonal,39819.74,18720.33,0,0,0,stable
U00193,U00193_L02,64747,2023-09-05,2024-06-10,15.82,EMI,31538.15,41038.41,0,0,0,stable
U00194,U00194_L01,60103,2023-06-08,2024-04-04,16.11,seasonal,40759.54,27328.28,1,10,0,stable
U00194,U00194_L02,37912,2023-05-05,2024-01-18,12.37,seasonal,39380.11,1846.81,0,0,0,stable
U00195,U00195_L01,68834,2023-07-30,2024-02-09,9.1,EMI,17967.3,54196.0,4,52,0,unstable
U00196,U00196_L01,57825,2023-07-23,2023-11-16,15.69,EMI,60708.39,0,0,0,0,stable
U00196,U00196_L02,43781,2023-08-12,2024-06-17,13.85,bullet,0.0,48930.97,1,9,0,stable
U00197,U00197_L01,142003,2023-06-11,2024-01-09,13.33,seasonal,96829.34,56168.03,0,0,0,unstable
U00197,U00197_L02,22565,2023-06-29,2024-04-15,16.56,EMI,11332.25,14211.92,2,12,1,unstable
U00197,U00197_L03,15036,2023-06-09,2023-09-26,10.79,EMI,10997.9,4522.59,1,96,0,unstable
U00198,U00198_L01,34443,2023-07-10,2024-03-25,16.04,EMI,7540.73,30822.51,4,36,0,unstable
U00198,U00198_L02,123049,2023-09-25,2024-06-24,8.48,EMI,24676.95,106176.53,2,24,1,unstable
U00198,U00198_L03,12747,2023-09-29,2024-04-19,10.81,EMI,5038.54,8474.83,1,11,1,unstable
U00199,U00199_L01,85287,2023-05-01,2023-08-25,8.48,bullet,86938.54,646.96,0,128,0,stable
U00200,U00200_L01,30175,2023-08-07,2024-07-04,15.98,seasonal,6488.54,28072.46,1,12,1,debt_trapped
U00200,U00200_L02,35923,2023-07-19,2024-07-13,12.62,EMI,1130.48,39263.9,5,25,1,debt_trapped
U00201,U00201_L01,53963,2023-08-07,2024-07-22,15.91,EMI,26676.46,35519.22,0,0,1,stable
U00201,U00201_L02,79140,2023-06-30,2023-12-25,11.32,bullet,83508.87,0,0,0,0,stable
U00202,U00202_L01,153087,2023-01-07,2023-10-12,16.38,bullet,0.0,172185.71,7,80,1,debt_trapped
U00203,U00203_L01,30369,2023-07-31,2024-01-20,14.93,seasonal,1337.16,31180.87,5,40,1,debt_trapped
U00204,U00204_L01,52557,2023-08-04,2024-04-11,16.31,seasonal,32864.97,25586.78,1,10,1,unstable
U00205,U00205_L01,142540,2023-07-26,2024-03-06,12.2,seasonal,12390.68,140821.47,3,39,0,debt_trapped
U00205,U00205_L02,192197,2023-08-07,2023-11-05,14.31,EMI,37749.88,161228.78,1,56,1,debt_trapped
U00205,U00205_L03,94479,2023-08-13,2024-03-02,9.3,seasonal,11310.37,88031.33,2,20,1,debt_trapped
U00206,U00206_L01,97574,2023-07-07,2024-05-15,12.43,EMI,56361.98,51612.58,0,0,0,stable
U00206,U00206_L02,48077,2023-07-23,2024-02-06,17.12,EMI,49879.7,2662.22,0,0,0,stable
U00207,U00207_L01,40122,2023-05-19,2023-09-28,9.87,seasonal,0.0,41554.12,0,94,0,stable
U00207,U00207_L02,75924,2023-08-04,2024-04-06,16.09,bullet,0.0,84157.36,0,0,0,stable
U00208,U00208_L01,87403,2023-09-29,2024-09-20,10.74,EMI,33669.4,62914.94,0,0,0,stable
U00209,U00209_L01,69509,2023-09-25,2024-09-19,14.59,EMI,25121.67,54389.77,0,0,0,stable
U00210,U00210_L01,69053,2023-07-19,2024-03-15,8.77,EMI,22992.37,50042.63,3,21,0,unstable
U00210,U00210_L02,64911,2023-07-20,2024-01-22,14.37,seasonal,10268.81,59395.49,3,42,1,unstable
U00210,U00210_L03,126269,2023-09-01,2023-12-25,12.25,seasonal,42391.64,88750.82,1,6,1,unstable
U00211,U00211_L01,89293,2023-02-13,2023-07-06,16.06,EMI,94911.32,0,0,0,0,stable
U00212,U00212_L01,63117,2023-01-21,2023-09-05,11.65,EMI,7094.17,60595.88,5,117,1,debt_trapped
U00212,U00212_L02,78361,2023-06-21,2024-05-26,16.45,bullet,0.0,90368.48,5,35,0,debt_trapped
U00213,U00213_L01,134964,2023-06-20,2023-12-07,9.89,EMI,12396.46,128784.38,4,24,0,debt_trapped
U00214,U00214_L01,87922,2023-05-27,2023-10-12,15.94,EMI,93220.73,0,1,0,0,stable
U00215,U00215_L01,131655,2023-08-18,2024-02-27,16.18,EMI,52781.09,90137.59,2,28,1,unstable
U00215,U00215_L02,130966,2023-07-16,2024-02-20,16.45,seasonal,80193.72,63698.62,1,7,0,unstable
U00216,U00216_L01,81788,2023-09-18,2024-04-17,15.93,EMI,11496.35,77859.08,0,0,1,debt_trapped
U00217,U00217_L01,55712,2023-08-31,2024-01-24,16.88,EMI,59473.67,0,0,0,0,stable
U00218,U00218_L01,69268,2023-08-21,2024-05-04,10.69,EMI,17729.38,56752.37,2,18,0,unstable
U00218,U00218_L02,73311,2023-04-21,2023-09-28,17.6,seasonal,14981.2,63985.79,2,94,1,unstable
U00219,U00219_L01,73041,2023-08-20,2024-05-03,15.55,seasonal,55332.51,25705.68,0,0,0,stable
U00219,U00219_L02,79083,2023-09-20,2024-05-17,9.96,EMI,41761.2,42500.98,0,0,0,stable
U00220,U00220_L01,34784,2023-06-14,2024-01-27,17.28,seasonal,22869.4,15652.74,0,0,0,stable
U00220,U00220_L02,61165,2023-09-03,2024-08-01,9.47,seasonal,48036.97,18412.53,0,0,0,stable
U00221,U00221_L01,43907,2023-06-08,2024-04-26,10.93,seasonal,35167.17,12986.65,0,0,1,stable
U00222,U00222_L01,149018,2023-07-17,2024-01-19,16.66,EMI,23447.49,138221.77,2,18,1,debt_trapped
U00223,U00223_L01,130934,2023-08-17,2024-01-18,8.79,EMI,80974.85,54815.05,1,13,1,unstable
U00223,U00223_L02,145019,2023-08-11,2023-12-24,11.36,EMI,97277.22,53834.96,1,7,0,unstable
U00223,U00223_L03,57036,2023-09-24,2024-04-21,11.16,EMI,21292.15,39406.03,1,8,1,unstable
U00224,U00224_L01,47613,2023-06-20,2024-03-15,12.7,seasonal,30124.75,21944.69,2,18,1,unstable
U00224,U00224_L02,126921,2023-06-25,2023-09-24,16.79,bullet,127085.64,5148.27,0,98,0,unstable
U00225,U00225_L01,48270,2023-09-23,2024-01-13,9.65,EMI,49699.32,0,0,0,0,stable
U00225,U00225_L02,67069,2023-08-25,2023-12-19,9.44,EMI,69081.14,0,0,0,0,stable
U00226,U00226_L01,26359,2023-08-10,2024-06-15,14.79,bullet,0.0,29670.05,0,0,0,stable
U00226,U00226_L02,80736,2023-05-25,2024-03-22,10.05,EMI,65666.58,21782.89,0,0,0,stable
U00227,U00227_L01,40707,2023-09-03,2023-12-20,14.86,seasonal,25431.08,17065.78,0,11,0,stable
U00227,U00227_L02,65104,2023-05-31,2024-04-18,15.11,seasonal,53557.64,20251.62,0,0,0,stable
U00228,U00228_L01,25589,2023-04-11,2024-02-08,16.01,EMI,23669.39,5320.51,0,0,0,stable
U00229,U00229_L01,25981,2023-09-22,2024-06-08,9.99,bullet,0.0,27829.85,3,30,1,unstable
U00230,U00230_L01,61173,2023-08-12,2024-02-17,14.78,bullet,0.0,65854.7,0,0,0,stable
U00230,U00230_L02,96498,2023-09-01,2024-06-30,9.58,seasonal,70929.06,33243.15,0,0,0,stable
U00231,U00231_L01,53287,2023-07-13,2024-05-23,13.35,seasonal,40950.96,18475.36,0,0,0,stable
U00231,U00231_L02,40022,2023-09-27,2024-08-29,14.99,seasonal,31691.84,13869.24,0,0,0,stable
U00232,U00232_L01,25834,2023-09-12,2024-02-11,13.16,seasonal,19607.82,7641.97,0,0,0,stable
U00233,U00233_L01,43792,2023-05-18,2024-01-29,17.32,bullet,42974.52,6137.22,1,8,0,unstable
U00233,U00233_L02,89738,2023-08-30,2024-03-26,14.9,seasonal,17182.75,80211.49,3,42,1,unstable
U00233,U00233_L03,45298,2023-05-23,2023-10-12,11.35,seasonal,0.0,47298.19,1,80,0,unstable
U00234,U00234_L01,89259,2023-08-22,2024-01-23,16.75,EMI,76205.2,19361.84,0,0,0,stable
U00235,U00235_L01,22492,2023-08-16,2024-03-05,15.59,bullet,0.0,24432.59,0,0,0,stable
U00235,U00235_L02,49965,2023-09-22,2024-07-19,16.59,seasonal,40489.27,16311.48,0,0,0,stable
U00236,U00236_L01,106368,2023-07-06,2023-11-24,10.66,seasonal,0.0,110748.21,3,37,1,debt_trapped
U00236,U00236_L02,185353,2023-08-04,2023-11-22,17.18,bullet,16364.63,178585.09,3,39,1,debt_trapped
U00236,U00236_L03,96459,2023-09-30,2024-06-28,8.66,bullet,0.0,102683.96,4,20,1,debt_trapped
U00237,U00237_L01,19685,2023-04-28,2024-02-16,8.62,bullet,19663.4,1388.38,3,45,0,unstable
U00238,U00238_L01,45485,2023-09-29,2024-03-12,8.01,seasonal,33252.82,13879.18,0,0,0,stable
U00239,U00239_L01,53850,2023-04-23,2024-01-26,12.98,seasonal,25629.6,33544.09,3,15,1,unstable
U00239,U00239_L02,132162,2023-01-20,2023-09-21,15.92,bullet,124446.95,21780.28,2,101,0,unstable
U00240,U00240_L01,85640,2023-09-01,2024-08-08,17.24,EMI,7719.33,91754.65,4,20,1,unstable
U00240,U00240_L02,12059,2023-07-30,2023-12-16,11.52,bullet,10656.21,1931.82,2,15,0,unstable
U00240,U00240_L03,85883,2023-07-06,2024-04-25,9.6,EMI,45957.48,46566.51,0,0,1,unstable
U00241,U00241_L01,62954,2023-08-04,2024-06-11,17.72,EMI,35653.39,36836.22,0,0,1,stable
U00242,U00242_L01,47960,2023-09-21,2024-08-19,9.81,EMI,17990.03,34262.36,0,0,0,stable
U00243,U00243_L01,111316,2023-09-14,2024-01-14,16.07,EMI,86626.96,30668.2,0,0,0,unstable
U00243,U00243_L02,110146,2023-07-01,2024-05-27,8.04,EMI,51101.99,67074.83,1,11,1,unstable
U00244,U00244_L01,43714,2023-08-10,2024-01-02,13.89,EMI,46126.11,0,0,0,0,stable
U00244,U00244_L02,39791,2023-07-11,2023-11-26,13.09,bullet,41760.29,0,0,0,0,stable
U00245,U00245_L01,47988,2023-08-21,2024-06-11,8.55,EMI,1643.97,49660.13,3,30,1,debt_trapped
U00245,U00245_L02,117459,2023-08-16,2024-02-15,9.85,bullet,0.0,123259.7,3,24,1,debt_trapped
U00245,U00245_L03,98231,2023-08-15,2024-06-20,8.24,EMI,5878.01,99227.54,3,30,1,debt_trapped
U00246,U00246_L01,91050,2023-08-28,2024-06-11,11.0,EMI,17296.26,81656.38,3,21,0,unstable
U00247,U00247_L01,110772,2023-08-15,2024-07-12,12.16,bullet,0.0,123024.05,3,33,0,unstable
U00248,U00248_L01,65789,2023-01-05,2023-07-04,11.76,EMI,69604.4,0,0,0,0,stable
U00248,U00248_L02,69235,2023-09-14,2024-05-17,10.12,seasonal,52806.88,21150.37,0,0,0,stable
U00249,U00249_L01,63424,2023-07-17,2023-11-07,13.07,bullet,51447.94,14542.4,1,54,0,unstable
U00249,U00249_L02,50005,2023-06-08,2023-10-28,15.33,bullet,51491.53,1495.77,3,64,0,unstable
U00250,U00250_L01,83456,2023-09-24,2024-04-05,16.46,bullet,0.0,90757.23,0,0,0,stable
U00250,U00250_L02,41578,2023-08-07,2024-02-28,12.99,EMI,37414.53,7196.9,0,0,0,stable
U00251,U00251_L01,66633,2023-06-12,2023-10-13,10.73,EMI,30856.3,38186.06,3,79,0,unstable
U00251,U00251_L02,117413,2023-05-20,2023-09-22,8.21,seasonal,0.0,120714.24,1,100,1,unstable
U00252,U00252_L01,66622,2023-03-22,2024-03-09,8.6,seasonal,72163.13,0,1,0,0,stable
U00252,U00252_L02,25629,2023-05-13,2023-09-23,16.08,seasonal,0.0,27130.68,0,99,0,stable
U00253,U00253_L01,146576,2023-07-31,2024-07-28,16.42,EMI,63121.42,107390.48,0,0,0,unstable
U00254,U00254_L01,49325,2023-07-03,2024-01-25,12.92,seasonal,37755.26,15166.44,0,0,0,stable
U00254,U00254_L02,46828,2023-06-12,2024-04-11,9.05,seasonal,36733.25,13624.42,0,0,0,stable
U00255,U00255_L01,45909,2023-10-02,2024-08-06,14.49,seasonal,49552.99,1987.61,0,0,0,stable
U00255,U00255_L02,55611,2023-07-18,2024-06-30,12.01,EMI,32451.35,29527.46,0,0,0,stable
U00256,U00256_L01,72276,2023-01-20,2023-09-05,8.47,EMI,72905.77,3194.25,0,117,0,stable
U00257,U00257_L01,28172,2023-05-15,2023-10-15,10.38,seasonal,7497.25,21900.53,0,77,0,stable
U00258,U00258_L01,139028,2023-09-30,2024-03-17,15.35,bullet,0.0,148909.08,2,22,1,debt_trapped
U00258,U00258_L02,124500,2023-09-22,2024-02-15,13.68,EMI,16105.49,115207.15,2,22,1,debt_trapped
U00258,U00258_L03,181051,2023-06-14,2024-06-05,8.56,bullet,0.0,196209.28,4,56,1,debt_trapped
U00259,U00259_L01,116800,2023-08-24,2024-06-09,11.73,seasonal,12778.82,114906.62,1,10,0,debt_trapped
U00259,U00259_L02,137025,2023-06-25,2023-12-12,9.66,seasonal,0.0,143190.0,4,19,1,debt_trapped
U00260,U00260_L01,124025,2023-08-20,2024-03-15,15.98,bullet,0.0,135319.23,2,18,1,unstable
U00260,U00260_L02,39101,2023-05-30,2024-05-21,17.85,EMI,18160.97,27766.58,2,26,1,unstable
U00261,U00261_L01,72410,2023-03-20,2023-07-24,17.56,seasonal,9792.1,67007.26,5,160,1,unstable
U00261,U00261_L02,95524,2023-06-19,2024-02-19,9.92,bullet,0.0,101884.59,3,24,0,unstable
U00261,U00261_L03,10384,2023-03-31,2023-08-24,12.17,EMI,4265.53,6623.96,3,129,1,unstable
U00262,U00262_L01,61223,2023-09-24,2024-08-14,12.65,seasonal,46149.5,21969.47,0,0,0,stable
U00262,U00262_L02,88685,2023-04-17,2024-03-03,13.25,EMI,82063.25,16955.99,0,0,0,stable
U00263,U00263_L01,22023,2023-07-29,2024-06-13,17.55,bullet,0.0,25411.53,0,0,0,stable
U00264,U00264_L01,67698,2023-07-22,2024-03-11,12.37,EMI,24036.38,49007.37,2,14,1,unstable
U00264,U00264_L02,43327,2023-08-03,2024-02-11,12.25,EMI,25417.16,20701.76,2,28,1,unstable
U00265,U00265_L01,188707,2023-07-03,2024-03-06,16.74,EMI,29605.71,180478.33,3,42,1,debt_trapped
U00265,U00265_L02,161139,2023-03-29,2023-10-13,17.77,EMI,16632.49,160039.69,5,79,1,debt_trapped
U00265,U00265_L03,68849,2023-03-21,2024-03-13,14.87,EMI,6114.12,72776.39,3,27,1,debt_trapped
U00266,U00266_L01,81251,2023-07-22,2024-04-15,17.72,bullet,0.0,91822.45,3,27,1,unstable
